timestamp,gt_x,gt_y,gt_z,wls_x,wls_y,wls_z,tc_x,tc_y,tc_z,tc_qx,tc_qy,tc_qz,tc_qw,tc_vx,tc_vy,tc_vz,tc_bias_ax,tc_bias_ay,tc_bias_az,tc_bias_gx,tc_bias_gy,tc_bias_gz,imu_n,imu_mean_ax,imu_mean_ay,imu_mean_az,imu_mean_gx,imu_mean_gy,imu_mean_gz,imu_accel_norm_mean,imu_gyro_norm_mean,wls_gt_err,tc_gt_err
0.024380,1.315000,0.033000,0.085000,1.259118,0.013582,0.054421,1.259118,0.013582,0.054421,-0.002768,-0.006919,0.015221,0.999856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24,0.235981,0.022902,9.804585,-0.000971,-0.000402,-0.000293,9.807459,0.002555,0.066595,0.066595
0.041025,1.315000,0.033000,0.085000,1.321059,-0.032283,-0.040367,1.268556,0.004373,0.052724,-0.002052,-0.006251,0.015208,0.999863,0.002480,0.000257,-0.000516,-0.000003,0.000003,0.000003,-0.000000,-0.000000,0.000000,17,0.232352,0.015536,9.818111,0.001723,0.000031,0.000124,9.820876,0.003278,0.141476,0.063390
0.074240,1.315000,0.033000,0.085000,1.244802,0.021019,-0.078696,1.266199,0.005876,0.050129,0.002678,-0.001844,0.014731,0.999886,0.009102,-0.001178,-0.003223,0.000005,-0.000004,0.000024,-0.000008,-0.000008,0.000001,33,0.221575,0.029158,9.803642,0.000191,-0.001661,-0.000634,9.806194,0.005007,0.178515,0.065827
0.107494,1.315000,0.033000,0.085000,1.304940,-0.048657,0.001326,1.271414,-0.002368,0.048680,0.012768,0.003845,0.013119,0.999825,0.025965,-0.020000,-0.004837,-0.000004,0.000018,0.000042,-0.000011,-0.000009,0.000001,34,0.228313,0.035988,9.818010,-0.000803,0.000145,0.000052,9.820745,0.003930,0.117347,0.066857
0.140777,1.315000,0.033000,0.085000,1.261085,-0.012882,0.005046,1.271261,-0.004878,0.047556,0.016282,0.003531,0.010514,0.999806,0.035045,-0.034925,-0.006970,0.000002,0.000018,0.000063,-0.000014,-0.000011,0.000005,33,0.240241,0.036956,9.807122,-0.000639,-0.000466,-0.000147,9.810138,0.004451,0.106793,0.068919
0.173969,1.315000,0.033000,0.085000,1.314488,-0.010981,-0.065427,1.278133,-0.007670,0.044198,0.020855,0.011426,0.015472,0.999597,0.069163,-0.056720,-0.014168,-0.000000,0.000008,0.000136,-0.000021,-0.000012,-0.000002,34,0.239676,0.018593,9.813733,-0.000698,0.000882,0.000344,9.816683,0.003966,0.156725,0.068396
0.190675,1.315000,0.033000,0.085000,1.295091,-0.051944,-0.012108,1.281150,-0.014560,0.042103,0.028140,0.014102,0.011119,0.999443,0.085644,-0.087647,-0.019055,0.000003,0.000013,0.000174,-0.000020,-0.000014,0.000004,17,0.239085,0.034460,9.807366,-0.002428,-0.000800,0.002472,9.810344,0.004918,0.130544,0.072443
0.207261,1.315000,0.033000,0.085000,1.256318,-0.010439,-0.047093,1.280229,-0.016066,0.039513,0.029191,0.013145,0.007665,0.999458,0.089132,-0.099366,-0.024414,0.000016,0.000000,0.000229,-0.000027,-0.000020,0.000009,17,0.228156,0.038495,9.820144,-0.001261,0.000338,-0.000367,9.822871,0.002654,0.150927,0.075403
0.223835,1.315000,0.033000,0.085000,1.292295,-0.039254,-0.097130,1.283075,-0.020755,0.035104,0.033505,0.015339,0.007271,0.999294,0.105042,-0.123886,-0.034509,0.000027,-0.000012,0.000314,-0.000031,-0.000021,0.000008,16,0.238766,0.038088,9.804668,-0.000175,0.001454,0.000791,9.807651,0.003664,0.197250,0.079990
0.240471,1.315000,0.033000,0.085000,1.231293,-0.015090,0.052294,1.279739,-0.022037,0.035286,0.032268,0.011930,-0.000510,0.999408,0.096885,-0.129905,-0.032756,0.000033,-0.000012,0.000303,-0.000032,-0.000029,0.000018,17,0.213858,0.035443,9.806720,0.001438,0.000532,0.000472,9.809120,0.004115,0.101927,0.082121
